filer_name	ID	filer_description
Hull Caballero, Mary|Mary Hull Caballero Campaign	16169	City Auditor, City of Portland|Nonpartisan
Hummel, John|Vote Hummel	16408	District Attorney, Deschutes County|Nonpartisan
Huston, Mae|Mae Huston	16958	County Commissioner, Jefferson County, Position 1|Nonpartisan
Jenkins, Edwin|Friends to re-elect Edwin L. Jenkins	17223	Director, Tillamook County Public Utility District, Subdivision 2|Nonpartisan
Jobs Political Action Committee	16428	Miscellaneous
Johnson, Steve|Elect Steve Johnson	16909	City Councilor, City of Gladstone, Position 3|Nonpartisan
Johnson, Susan|Committee for Susan Johnson HR City Council	17189	City Councilor, City of Hood River|Nonpartisan
Johnston, Edward|Committee to Elect Edward M Johnston De Jour Mayor to Save His Life	17235	Mayor, City of Toledo|Nonpartisan
Jones, Elizabeth|Friends of Beth Jones for HD 23	17003	State Representative, 23rd District|Republican
Joslin, Ryan|Committee to Re-Elect Ryan Joslin Grant County District Attorney	16789	District Attorney, Grant County|Nonpartisan
Keep Gresham Safe	16731	Measure|Supports Measure 26-157 - 2014
King, Brenden|Brenden King for Oregon	16707	State Representative, 34th District|Libertarian
Kopczynski, Ray|ElectRayK	16922	City Councilor, City of Albany, Ward II - A|Nonpartisan
Kreth, Quintin|Q PAC	16468	County Commissioner, Benton County, Position 1|Democrat
Kudlac, Shala|Committee to Elect Shala McKenzie Kudlac	16534	Judge of the Circuit Court, 15th District, Position 6|Nonpartisan
La Salle, Robert|Bob La Salle for Mayor	16933	Mayor, City of Oregon City|Nonpartisan
Lane, Donna|Donna Lane Committee for City Council	17128	City Councilor, City of Medford, Ward 4|Nonpartisan
Leach, Karen|Friends of Karen Leach	17122	Mayor, City of Junction City|Nonpartisan
Lebanon Professional Firefighters PAC	16223	Miscellaneous
Levin, Jason|Oregonians for Change	17037	Governor|Pacific Green
Lewis, Rick|Committee to Elect Rick Lewis	17017	State Representative, 18th District|Republican
Libertarian Party of Oregon	16869	Miscellaneous
Lindsay, Roy|Roy Lindsay For City Council	17100	City Councilor, City of Grants Pass, Ward 1, NW Ward|Nonpartisan
Lininger, Ann|Friends of Ann Lininger	16609	Judge of the Circuit Court, 5th District, Position 2|Nonpartisan
Lowry, Robert|Committee to Elect Wayne Lowry Treasurer	16645	County Treasurer, Deschutes County|Nonpartisan
Malone, Patrick|Friends of Pat Malone	16589	County Commissioner, Benton County, Position 1|Democrat
Manske, Kevin|Elect Manske	16864	City Councilor, City of Albany, Ward I - A|Nonpartisan
Marble, Timothy|Friends of Tim Marble	17187	Judge of the Circuit Court, 20th District, Position 1|Nonpartisan
Matthews, Kevin|Friends of Kevin Matthews	16363	County Commissioner, Lane County, East Lane, Position 5|Nonpartisan
McCoid, Steven|Friends of Steve McCoid	16811	City Councilor, City of Salem, Ward 4|Nonpartisan
McDaniel, Kelsie|Committee to Re-Elect District Attorney Kelsie McDaniel	16918	District Attorney, Union County|Nonpartisan
McLain, Susan|Friends of Susan McLain	16812	State Representative, 29th District|Democrat
Melton, Craig|Melton4pudboard	17158	Director, Columbia River PUD, Subdivision 2|Nonpartisan
Mi Voz Cuenta	17212	Miscellaneous
Mikkelson, Carla|Mikkelson for Commissioner	17126	County Commissioner, Marion County, Position 2|Democrat
Moore, Ken|Ken Moore	16685	State Representative, 24th District|Democrat
Moore, Leslie|Leslie N Moore	17201	City Councilor, City of Fairview, Position 4|Nonpartisan
Morgan, Larry|Larry Morgan Committee	16602	City Councilor, City of Troutdale, Position Three|Nonpartisan
Moriarty, Joshua|Josh Moriarty for City Council	17055	City Councilor, City of Troutdale, Position One|Nonpartisan
Moro, Tonia|Committee to Elect Tonia Moro	16863	State Senator, 3rd District|Democrat
Neace, Linda|Linda Neace for County Clerk	16852	County Clerk, Clackamas County|Nonpartisan
Nearman, Mike|Nearman4Oregon	16767	State Representative, 23rd District|Republican
New Approach Oregon	16171	Miscellaneous
NO on 92 Coalition	17015	Measure
Nosse, Rob|Friends of Rob Nosse	16459	State Representative, 42nd District|Democrat
Nystrom, Stephanie|Friends of Stephanie Nystrom	16761	State Representative, 52nd District|Democrat
OCBC PAC	17139	Miscellaneous
OFNHP AFT 5017 Political Action Committee	17220	Miscellaneous
Oregon Cannabis PAC	16813	Miscellaneous
Oregon Farm Team	16503	Miscellaneous
Oregon Freedom PAC	16883	Miscellaneous
Oregon Laborers Political Action Committee	16480	Miscellaneous
Oregon Liberty Alliance	17091	Miscellaneous
Oregon Life United PAC	16546	Miscellaneous
Oregon Outdoor Council PAC	16205	Miscellaneous
Oregon Reagan PAC	16881	Miscellaneous
Oregon Republican Fourth Congressional District	16319	Political Party|Republican
Oregon Society of Anesthesiologists PAC	16409	Miscellaneous
Oregonians for Gun Safety	16224	Miscellaneous
Oregonians for STEM Jobs & Education PAC	17161	Miscellaneous
Orrell, Frank|Orrell for Clatsop County Commission	16849	County Commissioner, Clatsop County, District 1|Nonpartisan
Ortal, Jose|Friends of Jose Ortal for East Lane County Commissioner	16445	County Commissioner, Lane County, East Lane, Position 5|Nonpartisan
Palmer, Sam|Sam Palmer	16745	County Commissioner, Grant County, Position 1|Nonpartisan
Pellegrini, Cheryl|Committee to Keep Judge Pellegrini	16744	Judge of the Circuit Court, 3rd District, Position 3|Nonpartisan
Petersen, Agnes Marie|Elect Agnes Marie Petersen as Judge,  Columbia County Position 3	16748	Judge of the Circuit Court, 19th District, Position 3|Nonpartisan
Peterson, Greg|Greg Peterson for County Commissioner	16839	County Commissioner, Clatsop County, District 3|Nonpartisan
Peterson, John Adam|Committee to Retain Judge Adam Peterson	16598	Judge of the Circuit Court, 1st District, Position 2|Nonpartisan
PolitiCoach PAC	16331	Miscellaneous
Portland Clean Air	16154	Miscellaneous
Post, Bill|Friends of Bill Post	16583	State Representative, 25th District|Republican
Preisler, Ronald|Committee to Elect Ron	17115	City Councilor, City of Florence|Nonpartisan
Price, Harry|Price for PUD Board	17184	Director, Columbia River PUD, Subdivision 5|Nonpartisan
Primozich, Stanley|Stan Primozich for Yamhill County Commissioner	16411	County Commissioner, Yamhill County, Position 1|Nonpartisan
Richman, Mark|Friends of Mark Richman	16559	State Representative, 29th District|Republican
Riley, Chuck|Friends of Chuck Riley	16749	State Senator, 15th District|Democrat
Ripp, Amy|Friends of Amy for Oregon	17137	City Councilor, City of Keizer, Position 5|Nonpartisan
Rowe, Joe|Committee to Elect Joe Rowe	16606	State Representative, 44th District|Democrat
Runyan, Casey|Runyan For Oregon	16676	State Representative, 9th District|Republican
Safer Oregon PAC	16931	Miscellaneous
Save Columbia County Jobs	17202	Miscellaneous
Shaw, Daniel|Vote Daniel Shaw dba Vote Dan Shaw	16721	State Representative, 42nd District|Democrat
Shelton, Marc|Shelton for Commissioner 3	16735	County Commissioner, Yamhill County, Position 3|Nonpartisan
Sherman County Republican Central Committee	16147	Political Party|Republican
Shipley, Joseph|Friends of Joe	16458	County Sheriff, Yamhill County|Nonpartisan
Silver, Gregory|Committee to Retain Judge Silver	16727	Judge of the Circuit Court, 4th District, Position 12|Nonpartisan
Small Business PAC	16680	Miscellaneous
SMART Local 16 PAC	16178	Miscellaneous
Smith Warner, Barbara|Team BSW (Barbara Smith Warner)	16616	State Representative, 45th District|Democrat
Sonnleitner, Michael|Sonnleitner for Zone 3 PCC	16969	Director, Portland Community College, Zone 3|Nonpartisan
Stark, Duane|Friends of Duane Stark	16456	State Representative, 4th District|Republican
Stricker, Darby|DarbyforTalentMayor	17218	Mayor, City of Talent|Nonpartisan
Svenson, Tim|Elect Tim Svenson Sheriff	16453	County Sheriff, Yamhill County|Nonpartisan
Swift, Jack|Citizens for Jack Swift	16791	State Representative, 3rd District|Republican
Taxpayer Defense Project PAC	16908	Miscellaneous
Taylor, Darlene|Committee to Elect Darlene V. Taylor	16780	State Representative, 4th District|Democrat
Taylor, Kathleen|Kathleen Taylor for Oregon	16757	State Senator, 21st District|Democrat
Taylor, Terrence|Terrence of Oregon	16659	County Commissioner, Polk County, Position 2|Nonpartisan
The Coalition for Lake Oswego	16362	Miscellaneous
Thompson, Lianne|Friends of Lianne	16682	County Commissioner, Clatsop County, District 5|Nonpartisan
Tookey, Douglas|Judge Doug Tookey for Oregon Court of Appeals	16581	Judge of the Court of Appeals, Position 13|Nonpartisan
Tosky, Brian|Friends of Brian Tosky	16585	State Representative, 34th District|Democrat
Tosterud, Ted|Ted Tosterud	16968	Mayor, City of Fairview|Nonpartisan
Turner, John|Friends of John Turner	16543	State Representative, 58th District|Republican
United Heritage Insurance Oregon Political Action Committee	16465	Miscellaneous
Van Schoonhoven, Heidi|Heidi for the House	16950	State Representative, 58th District|Democrat
Vandever, Jacob|The Committee to Elect Jacob Vandever	16747	State Representative, 16th District|Republican
Veatch, Brett|Citizens for Brett Veatch	16807	County Commissioner, Yamhill County, Position 1|Nonpartisan
Voruz, Natalie|Natalie Voruz for Fairview City Council	17132	City Councilor, City of Fairview, Position 5|Nonpartisan
Vote Equal Rights Amendment for Women Committee	16289	Petition Committee|Initiative Petition No. 34 - 2014
VoteERA Justice PAC	16372	Miscellaneous
Washington County Action PAC	16249	Miscellaneous
We're for a Constitutional Government	16196	Miscellaneous
Werner, Brian|PAC Brian D Werner	16764	County Commissioner, Polk County, Position 3|Nonpartisan
West, Bill|Committee to Elect Bill West Mayor of Myrtle Creek	17221	Mayor, Myrtle Creek|Nonpartisan
Wetherell, Danelle|Committee to Elect Danelle Wetherell	16897	County Treasurer, Gilliam County|Nonpartisan
Wiles, Ladd|Ladd Wiles for Judge	16471	Judge of the Circuit Court, 25th District, Position 4|Nonpartisan
Willis, William|Friends of Bill Willis	16662	County Commissioner, Yamhill County, Position 1|Nonpartisan
Wilson, Carl|Citizens to Elect Carl Wilson	16709	State Representative, 3rd District|Republican
Yamamoto, David|Committee to Elect David Yamamoto	16654	County Commissioner, Tillamook County, Position 2|Nonpartisan
YES on Oregon Safe Roads	16889	Measure
Zarosinski, Michael|Committee to elect Michael Zarosinski	17107	City Councilor, City of Medford, Ward 4|Nonpartisan
Anthony, Paul|Paul Anthony for Portland School Board	17119	Director, Portland School District, Zone 2|Nonpartisan
Batchelor, Kim|Batchelor for Board PAC	17360	Director, Marion County Fire District, Position 2|Nonpartisan
Beach, Andrew|Friends of Andrew Beach	17361	Director, Beaverton School District, Zone 7|Nonpartisan
Beaudoin, Stephen|Friends of Stephen Marc Beaudoin	17342	Director, Multnomah Education Service District, Position 6, At-Large|Nonpartisan
Brouse, Renee|Friends of Renee for city council	17275	City Councilor, City of Sherwood, Position 1|Nonpartisan
Brown, Julie|Friends of Julie Esparza Brown	17266	Director, Portland School District, Zone 1|Nonpartisan
Buckley, John|John Buckley for North Bend School Board	17410	Director, North Bend School District #13, Position 7, Zone 7|Nonpartisan
Burke, Siobhan|Friends of Siobhan Burke	17351	Director, Multnomah Education Service District, Position 7, SE/SW Portland Zone|Nonpartisan
Caballero, Lilia|Committee to Elect Lilia Caballero	17352	Director, Medford School District, Position 7|Nonpartisan
Capitol Watch Issues Committee	17553	Miscellaneous
Capitol Watch Political Action Committee	17245	Miscellaneous
Carrasco, Philip|Friends of Phil Carrasco	17262	Director, Lane Community College, Zone 5|Nonpartisan
Citizens For a Better Philomath	17591	Miscellaneous
Citizens for Millersburg City Power	17445	Measure|Supports Measure 22-137 - 2015
Citizens for Safe Reynolds Schools	17304	Measure|Supports Measure 26-164 - 2015
Citizens for Sweet Home Police & Library Services	17523	Measure|Supports Measure 22-138 - 2015|Supports Measure 22-139 - 2015
Committee for Sustainable Cornelius Fire Services	17313	Measure|Supports Measure 34-234 - 2015
Cronin, Kevin|Buddies for Kevin Cronin	17345	Director, Eugene School District, Position 5|Nonpartisan
Davidson, Andrew|Friends of Andrew Davidson	17242	Director, Portland School District, Zone 1|Nonpartisan
Fell, Foster|Fell for Parks	17418	Director, Bend Metro Park & Recreation District, Position 1|Nonpartisan
Fishkin, Daniel|Dan Fishkin For Parks	17405	Director, Bend Metro Park & Recreation District, Position 1|Nonpartisan
French, Tina|Tina M French	17328	Director, Devils Lake Water Improvement District, Position 2|Nonpartisan
Friends of Marcola	17373	Measure|Supports Measure 20-232 - 2015
Gebhardt, Ivonne|Friends of Ivonne Gebhardt	17335	City Councilor, City of Sherwood, At Large|Nonpartisan
Gonzalez, Jose|Jose for Portland Schools	17294	Director, Portland School District, Zone 2|Nonpartisan
Hedbor, Lars|Friends of Lars Hedbor	17343	Commissioner, Tualatin Valley Water Board, Position 4|Nonpartisan
Heyen, Martha|Friends of Marty Heyen	17310	State Representative, 22nd District|Republican
Honl, Christian|Friends of Christian Honl	17326	Director, Hillsboro School District, Position 4|Nonpartisan
Horning, Janice|Elect Jan Horning	17386	Director, Astoria School District #1C, Position 5|Nonpartisan
Hutson, Ed|Ed Hutson4Education	17331	Director, Lake Oswego School District, Position 5|Nonpartisan
Keyser, Robert|Robert Keyser for Port Commission	17349	Commissioner, Port of St. Helens, Position 4|Nonpartisan
Kohnstamm, Amy|Friends of Amy Kohnstamm	17285	Director, Portland School District, Zone 3|Nonpartisan
Kulp, Carmen|Kulp for Port Commission	17413	Commissioner, Port of St. Helens, Position 1|Nonpartisan
Lets Move Forward	17511	Measure|Supports Measure 30-57 - 2015
Lichatowich, Marsha|Committee to Elect Paulette Lichatowich	17287	Commissioner, Port of St. Helens, Position 1|Nonpartisan
Lightheart, Janet|Committee to Elect Janet Lightheart	17363	Director, Medford School District, Position 6|Nonpartisan
Millersburg Residents for a Responsible Government	17020	Petition Committee|Initiative Petition No. 2014-1 - 2014
Nittler, Eileen|Elect Eileen Nittler	17267	Director, Eugene School District, Position 4|Nonpartisan
Norris, Kent|Elect Kent Norris	17308	Director, Devils Lake Water Improvement District, Position 1|Nonpartisan
Pearson, Alan|Pearson for Council	17337	City Councilor, City of Sherwood, At Large|Nonpartisan
Plass, Susan|Friends of Susan Plass	17237	Director, Blue Mountain College, Zone 7|Nonpartisan
Potter, Melissa|Melissa Potter for School Board	17318	Director, Beaverton School District, Zone 3|Nonpartisan
Selvaggio, Michael|Friends of Michael Selvaggio	17461	City Councilor, City of West Linn|Nonpartisan
Starchvick, Karen|Karen Starchvick for School Board	17282	Director, Medford School District, Position 4|Nonpartisan
Support Your Local Volunteer Firefighters	17317	Measure|Supports Measure 24-382 - 2015
Thompson, Roger|Roger L Thompson	17298	Commissioner, Port of Brookings Harbor, Position 2|Nonpartisan
Tourism Supports Our Local Economy	17377	Measure|Supports Measure 21-161 - 2015|Supports Measure 21-160 - 2015
Tymchuk, Rebecca|Becky Tymchuk for Beaverton School Board	17353	Director, Beaverton School District, Zone 6|Nonpartisan
Vazquez, Daniel|Friends of Daniel Vazquez	17330	Director, Beaverton School District, Zone 6|Nonpartisan
Vote Yes 4 Kids	17504	Measure|Supports Measure 4-177 - 2015
Vote Yes for Libraries	17475	Measure|Supports Measure 20-235 - 2015
Vote Yes on Oakland Rural Fire District Engine Levy	17389	Measure|Supports Measure 10-137 - 2015
Weldon, Randy|Randy Weldon Committee to Re-Elect	17383	Director, Devils Lake Water Improvement District, Position 2|Nonpartisan
Wernette, DaNette|DaNette Wernette for Zone 6	17368	Director, Silver Falls School District Zone 6|Nonpartisan
Youth Actvities and Academics Levy	17370	Measure|Supports Measure 15-134 - 2015
Akervall, Kristin|Friends of Kristin Akervall	18064	City Councilor, City of Wilsonville|Nonpartisan
AllCare Physicians PAC	17638	Miscellaneous
Alonso Leon, Teresa|Friends of Teresa Alonso Leon	17643	State Representative, 22nd District|Democrat
Anhorn, John|Committee to Elect John L. Anhorn	18073	Mayor, City of Medford|Nonpartisan
armstrong, maria stella|Stella Armstrong Candidate Committee	18246	State Representative, 50th District|Republican
Ash, Travis|Committee to Elect Travis Ash Sheriff	17771	County Sheriff, Baker County|Nonpartisan
Association of Engineering Employees of Oregon PAC	17734	Miscellaneous
Atkinson, Michelle|Elect Michelle Blum Atkinson	18220	City Councilor, City of Medford, Ward 4|Nonpartisan
Augerot, Xanthippe|Xan Augerot for Commissioner	17700	County Commissioner, Benton County, Position 2|Democrat
Ausec, Matthew|Matt Ausec for City Council	17808	City Councilor, City of Salem, Ward 5|Nonpartisan
Behrens, Anthony|Friends of Anthony Behrens for Circuit Court Judge	17609	Judge of the Circuit Court, 3rd District, Position 5|Nonpartisan
Bend Neighborhood PAC	17805	Miscellaneous
Benetti, Joe|Benetti For Mayor	18095	Mayor, City of Coos Bay|Nonpartisan
Better Together	17831	Measure|Supports Measure 3-474 - 2016|Supports Measure 3-475 - 2016
Beverage, Donna|Beverage for Commissioner	17739	County Commissioner, Union County, Position 3|Nonpartisan
Blasi, Sheronne|Friends of Sheronne Blasi	18358	Director, Salem-Keizer School District, Zone 3|Nonpartisan
Bosley, Forest|Committee to elect Forest Bosley	18113	Mayor, City of Lebanon|Nonpartisan
Boylston, John|Boylston for Oregon	17836	State Representative, 26th District|Republican
Brighter Fairview Future	18087	Miscellaneous
Brissenden, Richard|Citizens for Lane County Justice of the Peace Rick Brissenden	17970	Justice of the Peace, Lane County|Nonpartisan
Brooks, Corey|Corey M Brooks	18085	City Councilor, City of Troutdale, Position Two|Nonpartisan
Brown, Matt|Matt J. Brown	18184	Mayor, City of Gearhart|Nonpartisan
Broyles, Audrey|Friends of Audrey Broyles	17742	Judge of the Circuit Court, 3rd District, Position 9|Nonpartisan
Brummer, Jerry|Friends of Jerry Brummer	17762	County Commissioner, Crook County, Position 1|Nonpartisan
Bryant, Eric|Committee to Elect Eric Bryant	17788	District Attorney, Curry County|Nonpartisan
Build Jobs PAC	17782	Miscellaneous
Burden, Stevie|Committee To Elect Stevie Stephens Burden Tillamook County Commissioner	17679	County Commissioner, Tillamook County, Position 2|Nonpartisan
Burge, Scott|Elect Scott Burge	18168	Mayor, City of Scappoose|Nonpartisan
Bynum, Janelle|Committee to Elect Janelle Bynum	17847	State Representative, 51st District|Democrat
Carleson, Aron|Friends of Aron Carleson	17336	Mayor, City of Hillsboro|Nonpartisan
Carlson, Sonya|Friends of Sonya Carlson	17530	Board Member, Eugene Water and Electric Board, Wards 6 & 7|Nonpartisan
Carr, John|Friends of John Carr	18207	Mayor, City of West Linn|Nonpartisan
Challstrom, Gordon|Gordon 4 Commissioner	17885	County Commissioner, Jackson County, Position 2|Republican
Chamber Members PAC	18143	Miscellaneous
Childs, Marisha|Friends of Marisha Childs	17666	County Commissioner, Multnomah County, District 1|Nonpartisan
christen, shayne|COMMITTEE TO ELECT SHAYNE CHRISTEN	17929	County Commissioner, Josephine County, Position 3|Nonpartisan
Citizens for a Better Dallas	17777	Miscellaneous
Citizens for a Healthy County	18359	Measure|Supports Measure 21-177 - 2017
Citizens for AW Schools	17959	Measure|Supports Measure 30-113 - 2016
Citizens for Career & Technical Education	18202	Measure|Supports Measure 23-56 - 2016
Claybrooks, Glendora|Elect Claybrooks	17730	County Commissioner, Washington County, District 3|Nonpartisan
Clements, Stephen|Committee to Re-Elect Steve Clements	18278	Mayor, City of La Grande|Nonpartisan
Cluette, Aaron|Friends of Aaron Cluette	17659	State Representative, 14th District|Republican
Cobb, Brian|Brian Cobb	17839	City Commissioner, City of Portland, Position 4|Nonpartisan
Cooksey, Curtis|COOKSEY FOR OREGON	18004	State Representative, 7th District|Nonaffiliated
Cousineau, Jessica|Friends of Jessica Cousineau	17599	State Representative, 35th District|Independent
Crenshaw, Mark|Elect Mark Crenshaw	18176	Mayor, City of Junction City|Nonpartisan
Crook County Natural Resources - Political Action Committee	17737	Miscellaneous
Cross, Daniel|Dan Cross for Justice Court	17789	Justice of the Peace, Washington County|Nonpartisan
Cummings, Teri|Committee to Elect Teri Cummings	18181	City Councilor, City of West Linn|Nonpartisan
Daily, Mark|Daily for Mayor	18339	Mayor, City of Coos Bay|Nonpartisan
Dalegowski, Daniel|Committee to Elect Daniel Dalegowski	18279	Mayor, City of Cave Junction|Nonpartisan
Davis, James|Friends of Jim Davis	18235	City Councilor, City of Lincoln City, Ward I|Nonpartisan
Defeat The Tax On Oregon Sales	18058	Measure|Opposes Measure 97 - 2016
Ditson, Bim|Bim Ditson for Mayor	17614	Mayor, City of Portland|Nonpartisan
Doherty, James|Jim Doherty for County Commissioner	18016	County Commissioner, Morrow County, Position 1|Nonpartisan
Dragowsky, Cindy|Cindy Dragowsky for Molalla City Council	18212	City Councilor, City of Molalla|Nonpartisan
ELO PAC	17395	Miscellaneous
Emmons, Stuart|Stuart Emmons for Portland	17615	City Commissioner, City of Portland, Position 3|Nonpartisan
Enghouse, Adrienne|Elect Adrienne Enghouse	17904	State Representative, 51st District|Democrat
Esterman, Richard|Richard Esterman for Sisters City Council	18354	City Councilor, City of Sisters|Nonpartisan
Ewbank, Robert|Drake for Mayor (D4M)	17851	Mayor, City of Springfield|Nonpartisan
Fairley, Gordon|Scott Fairley for Pendleton City Council	17927	City Councilor, City of Pendleton, Ward 2|Nonpartisan
Falconer, Angelene|Friends of Angel Falconer	18072	City Councilor, City of Milwaukie, Position 1|Nonpartisan
Figley, Kathryn|Re-Elect Kathy Figley	18311	Mayor, City of Woodburn|Nonpartisan
Fix Our Streets Portland	17676	Measure|Supports Measure 26-173 - 2016
Flynn, Meagan|Committee to Elect Judge Flynn	17533	Judge of the Supreme Court, Position 3|Nonpartisan
Freborg, Andrew|Freborg for Oregon State Representative	18005	State Representative, 16th District|Libertarian
Friends of Cloverdale Fire District	17406	Miscellaneous
Friends of Columbia River PUD	17723	Recall
Friends of History Museums in Coos County	18062	Measure|Supports Measure 6-153 - 2016
Friends Of Mt. Hood Community College	17647	Miscellaneous
Friends of OC Police	18204	Measure|Supports Measure 3-497 - 2016
Friends of Yoncalla Education	17979	Measure|Supports Measure 10-141 - 2016
Gabliks, Kelly|Gabliks for Dallas City Council	18231	City Councilor, City of Dallas|Nonpartisan
Garton, Mark|Friends of Mark Garton	17485	County Sheriff, Polk County|Nonpartisan
Gibson, Terry|Terry John Gibson for Oregon	17727	State Representative, 40th District|Democrat
Goodman-Campbell, Gena|Friends of Gena Goodman-Campbell	17845	State Representative, 54th District|Democrat
Grasty, Steven|No Recall Grasty	18035	County Judge, Harney County|Nonpartisan
Grier, Teri|Committee to Elect Teri Grier	18032	State Representative, 9th District|Republican
Griffin, Anthony|Anthony F. Griffin For Douglas County Circuit Court Judge	17594	Judge of the Circuit Court, 16th District, Position 3|Nonpartisan
Groundworks PAC	17460	Miscellaneous
grow philomath sensibly	18138	Miscellaneous
Gudman, Jeffrey|Friends of Jeff Gudman	17431	State Treasurer|Republican
hanus, jana|Committee to elect Jana Hanus	17969	County Commissioner, Lake County, Position 1|Nonpartisan
Harris, Susan|Susan Barr Harris for Mayor	18232	Mayor, City of The Dalles|Nonpartisan
Harvey, John|John Harvey for Justice of the Peace, Hood River County	17792	Justice of the Peace, Hood River County|Nonpartisan
Hedenskog, Ron|Ron Hedenskog for Commissioner	17812	County Commissioner, Curry County, Position 2|Nonpartisan
Hershiser, Donald|Oregonians for Hershiser	17783	State Representative, 34th District|Independent
Hitt, John|John Hitt for City Council	18205	City Councilor, City of Lebanon, Ward III|Nonpartisan
Hoddle, Steve|Steve Hoddle for Judge	17598	Judge of the Circuit Court, 16th District, Position 3|Nonpartisan
Honest Elections Oregon	18195	Miscellaneous
Horton, Pati|Pati Horton for Klamath County Commissioner position #1	17778	County Commissioner, Klamath County, Position 1|Nonpartisan
Hudson, Zachary|Elect Zach Hudson	17995	City Councilor, City of Troutdale, Position Six|Nonpartisan
Hughes, Ryan|Ryan Hughes For Judge	17940	Judge of the Circuit Court, 15th District, Position 4|Nonpartisan
Iannarone, Sarah|Friends of Sarah for Portland	17697	Mayor, City of Portland|Nonpartisan
Itzen, David|Friends of David G. Itzen	17901	County Commissioner, Curry County, Position 2|Nonpartisan
James, Bronson|Committee to Retain Judge James	17791	Judge of the Court of Appeals, Position 2|Nonpartisan
Jay, Thomas|Tom Jay for County Commissioner	17567	County Commissioner, Crook County, Position 1|Nonpartisan
Johnson, Stephen|SBJ For Governor 2016	17613	Governor|Democrat
Jones, Bruce|Bruce Jones for City Council	18065	City Councilor, City of Astoria, Ward 4|Nonpartisan
Jordan, Brandon|Brandon Jordan for the Board of EPUD	18221	Director, Emerald People's Utility District, Subdivision 5|Nonpartisan
Kaber, Chris|Chris Kaber for Sheriff Committee	17558	County Sheriff, Klamath County|Nonpartisan
Kailuweit, Jan|Elect Jan Kailuweit	17655	City Councilor, City of Salem, Ward 1|Nonpartisan
Kane, Tom|Friends of Tom Kane	17842	State Representative, 18th District|Democrat
Kaser, Cara|Elect Cara Kaser	17650	City Councilor, City of Salem, Ward 1|Nonpartisan
Kaufman, Tamie|Committee to Elect Tamie Kaufman	17948	State Representative, 1st District|Libertarian
Kellogg, Robert|Friends of Robert E. Kellogg	18217	City Councilor, City of Tualatin, Position 4|Nonpartisan
Kensinger, Jessica|Jessica For Progress	17924	State Senator, 1st District|Republican
Kick Politics Out of Baker County's Business	18183	Measure|Supports Measure 1-74 - 2016
KIRSCH, TIMOTHY|Tim Kirsch for Clerk	17859	County Clerk, Marion County|Nonpartisan
Klausen, Alvin|Klausen FTW	18069	State Representative, 21st District|Independent
Knight, Douglas|Doug Knight 2016	18247	City Councilor, City of Bend, Position 2|Nonpartisan
Labhart, Chris|Committee to elect Chris Labhart	17799	County Commissioner, Grant County, Position 2|Nonpartisan
Landers, Curtis|Curtis Landers For Lincoln County Sheriff	17619	County Sheriff, Lincoln County|Nonpartisan
Lassen, Chris|CHRISTIAN S. LASSEN FOR MAYOR	18292	Mayor, City of Woodburn|Nonpartisan
League of Voters Everywhere	18123	Miscellaneous
Lee, Charles|Charles Lee for Circuit Court Judge Committee	17870	Judge of the Circuit Court, 16th District, Position 3|Nonpartisan
Lee, James|Jim Lee For Council	17680	City Commissioner, City of Portland, Position 4|Nonpartisan
Leff, Barbara|Barbara Leff for Depoe Bay Mayor	18206	Mayor, City of Depoe Bay|Nonpartisan
Lehnert, Ryan|ELECT RYAN M LEHNERT FOR SHERIFF	17711	County Sheriff, Umatilla County|Nonpartisan
Let's Make Lincoln City Work!	17731	Miscellaneous
Lister, Ray|Friends of Ray Lister	17823	State Representative, 26th District|Democrat
Magruder, Margaret|Magruder for County Commissioner	17502	County Commissioner, Columbia County, Position 1|Nonpartisan
Manzanita Citizens for Services and Revenue	18171	Measure|Opposes Measure 29-138 - 2016
Marcus, Arin|Arin For Governor	17570	Governor|Nonaffiliated
Martin, John|Anthony Martin for City Council	18098	City Councilor, City of Hillsboro, Ward 2, Position B|Nonpartisan
McCown, Tony|Friends of Tony McCown	17500	County Commissioner, Lane County, North Eugene, Position 4|Nonpartisan
McCoy, Brenda|McCoy for Council	17934	City Councilor, City of Hillsboro, Ward 2, Position B|Nonpartisan
McIntosh, Dawn|The Committee to Elect Dawn McIntosh	17670	Judge of the Circuit Court, 18th District, Position 2|Nonpartisan
McKinley, Todd|Todd McKinley for Sheriff	18067	County Sheriff, Grant County|Nonpartisan
Mengelberg, Renate|Renate Mengelberg for OC Commission	18054	City Commissioner, City of Oregon City, Position 4|Nonpartisan
Mid-Willamette Small Business Owners	17253	Miscellaneous
Mining PAC	17628	Miscellaneous
Moore, Rita|Friends of Rita Moore	18325	Director, Portland School District, Zone 4|Nonpartisan
Morett, Laura|Friends of Laura Morett	17581	State Representative, 20th District|Republican
Mork, Tre|ELECT Tre Mork - Ward 3 City of Albany	18174	City Councilor, City of Albany, Ward III - B|Nonpartisan
Morrison, Paul|paul4tualatin	17837	City Councilor, City of Tualatin, Position 2|Nonpartisan
Myers, Trisha|Friends of Trisha Myers	18096	County Clerk, Josephine County|Nonpartisan
Nasset, Sharon|Committee to Elect Sharon Nasset	17949	State Representative, 44th District|Democrat
New Economy PAC	17514	Miscellaneous
NICEPAC	18349	Measure|Supports Measure 97 - 2016
