committee_name,committee_description,effective,expiration,filing_type,committee_id
Michael Harrington for Oregon,"State Representative, 44th District, Republican",06/15/2012,,Amendment,15182
Michael Harrington for Oregon,"State Representative, 44th District, Republican",10/11/2011,06/15/2012,Amendment,15182
Michael Harrington for Oregon,"State Representative, 44th District, Republican",09/21/2011,10/11/2011,Amendment,15182
Making Oregons Future,"State Representative, 44th District, Republican",08/13/2011,09/21/2011,Original,15182
Heck Yes for Commissioner,"County Commissioner, Josephine County, Position 2, Nonpartisan",03/06/2012,,Original,15623
Friends of Jeff Helfrich,"State Representative, 52nd District, Republican",02/14/2018,,Amendment,15984
Friends of Jeff Helfrich,"State Representative, 52nd District, Republican",12/08/2017,02/14/2018,Amendment,15984
Friends of Jeff Helfrich,"City Councilor, City of Cascade Locks, Nonpartisan",08/24/2012,12/07/2017,Original,15984
Friends of Phil Henderson for Deschutes County Commissioner,"County Commissioner, Deschutes County, Position 2, Republican",01/20/2017,,Amendment,15432
Friends of Phil Henderson for Deschutes County Commissioner,"County Commissioner, Deschutes County, Position 2, Republican",05/19/2016,01/20/2017,Amendment,15432
Friends of Phil Henderson for Deschutes County Commissioner,"County Commissioner, Deschutes County, Position 2, Republican",03/22/2016,05/19/2016,Amendment,15432
Friends of Phil Henderson for Deschutes County Commissioner,"County Commissioner, Deschutes County, Position 2, Republican",01/23/2012,03/22/2016,Amendment,15432
Friends of Phil Henderson for Deschutes County Commissioner,"County Commissioner, Deschutes County, Position 2, Republican",01/12/2012,01/23/2012,Original,15432
Hillsboro Chamber of Commerce PAC,Miscellaneous,01/11/2018,,Amendment,15577
Hillsboro Chamber of Commerce PAC,Miscellaneous,10/31/2017,01/11/2018,Amendment,15577
Hillsboro Chamber of Commerce PAC,Miscellaneous,04/05/2017,10/31/2017,Amendment,15577
Hillsboro Chamber of Commerce PAC,Miscellaneous,08/23/2016,04/05/2017,Amendment,15577
Hillsboro Chamber of Commerce PAC,Miscellaneous,06/18/2015,08/23/2016,Amendment,15577
Hillsboro Chamber of Commerce PAC,Miscellaneous,03/12/2014,06/18/2015,Amendment,15577
Hillsboro Chamber of Commerce PAC,Miscellaneous,03/18/2013,03/12/2014,Amendment,15577
Hillsboro Chamber of Commerce PAC,Miscellaneous,02/28/2012,03/18/2013,Amendment,15577
Hillsboro Chamber of Commerce PAC,Miscellaneous,02/27/2012,02/28/2012,Original,15577
Committee to ReElect Candace Hissong for Justice of the Peace,"Justice of the Peace, Glendale, Nonpartisan",11/08/2011,,Original,15322
Hitt for Clerk,"County Clerk, Douglas County, Nonpartisan",08/21/2016,,Amendment,15261
Hitt for Clerk,"County Clerk, Douglas County, Nonpartisan",12/29/2015,08/21/2016,Amendment,15261
Hitt for Clerk,"County Clerk, Douglas County, Nonpartisan",06/20/2013,12/29/2015,Amendment,15261
Hitt for Clerk,"County Clerk, Douglas County, Nonpartisan",03/30/2012,06/20/2013,Amendment,15261
Hitt for Clerk,"County Clerk, Douglas County, Nonpartisan",01/17/2012,03/30/2012,Amendment,15261
Hitt for Clerk,"County Clerk, Douglas County, Nonpartisan",10/05/2011,01/17/2012,Original,15261
Friends of Brian Hodson,"Mayor, City of Canby, Nonpartisan",09/19/2012,,Original,16040
Elect Neal Holste for Sheriff,"County Sheriff, Hood River County, Nonpartisan",03/23/2011,,Original,14998
Holton for Oregon,"Attorney General, Democrat",04/29/2013,,Amendment,15425
Holton for Oregon,"Attorney General, Democrat",01/11/2012,04/29/2013,Original,15425
Elect Dave Hoppe For DA,"Judge of the Circuit Court, 1st District, Position 2, Nonpartisan",03/11/2014,,Amendment,15343
Elect Dave Hoppe For DA,"District Attorney, Jackson County, Nonpartisan",11/16/2011,03/11/2014,Original,15343
Chris Humphreys for Sheriff,"County Sheriff, Wheeler County, Nonpartisan",03/30/2012,,Original,15711
Vote Judge Hung,"Judge of the Circuit Court, 9th District, Position 2, Nonpartisan",09/05/2012,,Amendment,16007
Vote Judge Hung,"Judge of the Circuit Court, 9th District, Position 2, Nonpartisan",09/05/2012,09/05/2012,Original,16007
IAFF L2557 PAC,Miscellaneous,03/26/2015,,Amendment,14931
IAFF L2557 PAC,Miscellaneous,03/06/2015,03/26/2015,Amendment,14931
IAFF L2557 PAC,Miscellaneous,12/23/2012,03/06/2015,Amendment,14931
IAFF L2557 PAC,Miscellaneous,02/07/2011,12/23/2012,Original,14931
IEC Oregon Merit Shop Electrical PAC,Miscellaneous,07/01/2016,,Amendment,14942
IEC Oregon Merit Shop Electrical PAC,Miscellaneous,03/15/2016,07/01/2016,Amendment,14942
IEC Oregon Merit Shop Electrical PAC,Miscellaneous,07/08/2015,03/15/2016,Amendment,14942
IEC Oregon Merit Shop Electrical PAC,Miscellaneous,02/17/2011,07/08/2015,Original,14942
Kellie Johnson for District Attorney,"District Attorney, Multnomah County, Nonpartisan",04/30/2013,,Amendment,15144
Kellie Johnson for District Attorney,"District Attorney, Multnomah County, Nonpartisan",09/13/2011,04/30/2013,Amendment,15144
Kellie Johnson for District Attorney,"District Attorney, Multnomah County, Nonpartisan",07/22/2011,09/13/2011,Amendment,15144
Kellie Johnson for District Attorney,"District Attorney, Multnomah County, Nonpartisan",07/22/2011,07/22/2011,Original,15144
Committee to Re-elect Penny Eymann Jordan,"Director, Emerald People's Utility District, Subdivision 5, Nonpartisan",09/24/2012,,Amendment,16044
Committee to Re-elect Penny Eymann Jordan,"Director, Emerald People's Utility District, Subdivision 5, Nonpartisan",09/20/2012,09/24/2012,Original,16044
Keep Our Libraries Open,Measure Supports Measure 17-79 - 2017,05/23/2017,,Amendment,14922
Keep Our Libraries Open,Miscellaneous,02/22/2017,05/23/2017,Amendment,14922
Keep Our Libraries Open,Miscellaneous,02/25/2016,02/22/2017,Amendment,14922
Keep Our Libraries Open,Miscellaneous,08/01/2014,02/25/2016,Amendment,14922
Keep Our Libraries Open,Miscellaneous,07/29/2014,08/01/2014,Amendment,14922
Keep Our Libraries Open,Miscellaneous,07/29/2014,07/29/2014,Amendment,14922
Keep Our Libraries Open,Miscellaneous,01/28/2011,07/29/2014,Original,14922
Keep Stayton Livable,Measure Supports Measure 24-390 - 2016,04/26/2016,,Amendment,15669
Keep Stayton Livable,Measure Supports Measure 24-329 - 2012,07/31/2012,04/26/2016,Amendment,15669
Keep Stayton Livable,Measure Supports Measure 24-329 - 2012,03/19/2012,07/31/2012,Original,15669
Kellstrom for Mayor,"Mayor, City of Klamath Falls, Nonpartisan",01/06/2014,,Amendment,15468
Todd Kellstrom for Mayor,"Mayor, City of Klamath Falls, Nonpartisan",10/05/2012,01/06/2014,Amendment,15468
Committee to Elect Todd Kellstrom,"County Commissioner, Klamath County, Position 3, Nonpartisan",01/23/2012,10/05/2012,Original,15468
Friends of Rich Kellum,"City Councilor, City of Albany, Ward III - B, Nonpartisan",08/18/2016,,Amendment,15969
Friends of Rich Kellum,"City Councilor, City of Albany, Ward III - B, Nonpartisan",08/25/2012,08/18/2016,Original,15969
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",12/11/2017,,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",11/09/2017,12/11/2017,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",10/24/2017,11/09/2017,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",08/13/2017,10/24/2017,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",06/01/2016,08/13/2017,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",05/04/2016,06/01/2016,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",04/15/2016,05/04/2016,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",03/24/2016,04/15/2016,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",03/23/2016,03/24/2016,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",01/25/2016,03/23/2016,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",12/14/2015,01/25/2016,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",08/22/2015,12/14/2015,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",05/28/2014,08/22/2015,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",04/30/2013,05/28/2014,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",09/10/2012,04/30/2013,Amendment,15237
Friends of Alissa Keny-Guyer,"State Representative, 46th District, Democrat",09/19/2011,09/10/2012,Original,15237
John Kirwan For Hermiston City Council,"City Councilor, City of Hermiston, At Large, Nonpartisan",09/09/2012,,Amendment,15393
JFK for Hermiston,"Mayor, City of Hermiston, Nonpartisan",12/15/2011,09/09/2012,Original,15393
Friends of Jim Klahr,"State Representative, 1st District, Democrat",02/19/2014,,Amendment,15181
Friends of Jim Klahr,"State Representative, 1st District, Democrat",06/04/2013,02/19/2014,Amendment,15181
Friends of Jim Klahr,"State Representative, 1st District, Democrat",02/14/2013,06/04/2013,Amendment,15181
Jim Klahr for House of Representatives,"State Representative, 1st District, Democrat",08/12/2011,02/14/2013,Original,15181
Tim Knopp for State Senate,"State Senator, 27th District, Republican",08/02/2016,,Amendment,15627
Tim Knopp for State Senate,"State Senator, 27th District, Republican",03/10/2016,08/02/2016,Amendment,15627
Tim Knopp for State Senate,"State Senator, 27th District, Republican",02/25/2014,03/10/2016,Amendment,15627
Tim Knopp for State Senate,"State Senator, 27th District, Republican",09/06/2012,02/25/2014,Amendment,15627
Tim Knopp for State Senate,"State Senator, 27th District, Republican",03/21/2012,09/06/2012,Amendment,15627
Tim Knopp for State Senate,"State Senator, 27th District, Republican",03/07/2012,03/21/2012,Original,15627
Mark Kujala Campaign,"City Commissioner, City of Warrenton, Position 5, Nonpartisan",10/22/2014,,Amendment,16093
Mark Kujala Campaign,"City Commissioner, City of Warrenton, Position 5, Nonpartisan",10/22/2014,10/22/2014,Amendment,16093
Mark Kujala Campaign,"City Commissioner, City of Warrenton, Position 1, Nonpartisan",10/12/2012,10/22/2014,Original,16093
Lane County Young Democrats,"Political Party, Democrat",06/29/2016,,Amendment,15104
Lane County Young Democrats,"Political Party, Democrat",04/29/2013,06/29/2016,Amendment,15104
Lane County Young Democrats,"Political Party, Democrat",09/12/2012,04/29/2013,Amendment,15104
Lane County Young Democrats,"Political Party, Democrat",09/21/2011,09/12/2012,Amendment,15104
Lane County Young Democrats,"Political Party, Democrat",06/23/2011,09/21/2011,Original,15104
Committee to Elect Jon Lieuallen Judge,"Judge of the Circuit Court, 6th District, Position 2, Nonpartisan",02/09/2016,,Amendment,15605
Committee to Elect Jon Lieuallen Judge,"Judge of the Circuit Court, 6th District, Position 1, Nonpartisan",03/09/2012,02/09/2016,Amendment,15605
Committee to Elect Jon Lieuallen Judge,"Judge of the Circuit Court, 6th District, Position 1, Nonpartisan",03/06/2012,03/09/2012,Original,15605
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",12/26/2017,,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",12/22/2017,12/26/2017,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",08/29/2017,12/22/2017,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",06/05/2016,08/29/2017,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",03/16/2016,06/05/2016,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",03/15/2016,03/16/2016,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",07/31/2015,03/15/2016,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",03/18/2014,07/31/2015,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",09/05/2013,03/18/2014,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",01/15/2013,09/05/2013,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",08/02/2012,01/15/2013,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",05/02/2012,08/02/2012,Amendment,15519
"Committee to Elect John Lively for State Representative, Dist. 12","State Representative, 12th District, Democrat",02/10/2012,05/02/2012,Original,15519
Andy Long for Sheriff Committee,"County Sheriff, Tillamook County, Nonpartisan",08/07/2012,,Amendment,15229
Andy Long for Sheriff Committee,"County Sheriff, Tillamook County, Nonpartisan",09/14/2011,08/07/2012,Original,15229
Friends of Christine Lundberg,"Mayor, City of Springfield, Nonpartisan",02/10/2016,,Amendment,15420
Friends of Christine Lundberg,"Mayor, City of Springfield, Nonpartisan",01/09/2012,02/10/2016,Original,15420
Committee to Elect Ken Lundie County Commissioner,"County Commissioner, Lincoln County, Position 2, Nonpartisan",03/06/2012,,Original,15618
Friends of Greg Macpherson,"State Senator, 19th District, Democrat",11/15/2017,,Amendment,15485
Friends of Greg Macpherson,"Mayor, City of Lake Oswego, Nonpartisan",02/01/2012,11/15/2017,Original,15485
Margie Mahony for Justice of the Peace,"Justice of the Peace, Malheur County, Nonpartisan",01/25/2018,,Amendment,15980
Margie Mahony for Justice of the Peace,"Justice of the Peace, Malheur County, Nonpartisan",08/28/2012,01/25/2018,Original,15980
Citizens For Cj Mann,"City Councilor, City of Springfield, Ward 4, Nonpartisan",03/08/2012,,Original,15634
Friends of Doug Marteeny,"District Attorney, Linn County, Nonpartisan",01/23/2017,,Amendment,15454
Friends of Doug Marteeny,"District Attorney, Linn County, Nonpartisan",10/21/2015,01/23/2017,Amendment,15454
Friends of Doug Marteeny,"District Attorney, Linn County, Nonpartisan",01/19/2014,10/21/2015,Amendment,15454
Friends of Doug Marteeny,"District Attorney, Linn County, Nonpartisan",02/09/2012,01/19/2014,Amendment,15454
Friends of Doug Marteeny,"District Attorney, Linn County, Nonpartisan",01/22/2012,02/09/2012,Original,15454
Stu for La Pine,"Mayor, City of La Pine, Nonpartisan",10/15/2012,,Original,16097
Friends of Dan Mason,"State Representative, 30th District, Republican",01/31/2014,,Amendment,15323
Friends of Dan Mason,"State Representative, 34th District, Republican",12/19/2013,01/31/2014,Amendment,15323
Friends of Dan Mason,"State Representative, 34th District, Republican",12/16/2013,12/19/2013,Amendment,15323
Friends of Dan Mason,"State Representative, 34th District, Republican",11/08/2011,12/16/2013,Original,15323
Keep Judge Jay McAlpin,"Judge of the Circuit Court, 2nd District, Position 7, Nonpartisan",03/20/2018,,Amendment,16049
Keep Judge Jay McAlpin,"Judge of the Circuit Court, 2nd District, Position 7, Nonpartisan",09/21/2012,03/20/2018,Original,16049
Friends of Edward McCoy,"City Councilor, City of Bend, Position 2, Nonpartisan",10/11/2012,,Amendment,15807
Friends of Edward McCoy,"City Councilor, City of Bend, Position 2, Nonpartisan",06/01/2012,10/11/2012,Original,15807
Friends of Mark McKelvey for Coos County Commissioner,"County Commissioner, Coos County, Position 2, Nonpartisan",09/08/2012,,Amendment,15413
Friends of Mark McKelvey for Coos County Commissioner,"County Commissioner, Coos County, Position 2, Nonpartisan",02/02/2012,09/08/2012,Amendment,15413
Friends of Mark McKelvey for Coos County Commissioner,Unknown Office,01/05/2012,02/02/2012,Original,15413
Caddy McKeown for Representative,"State Representative, 9th District, Democrat",03/19/2018,,Amendment,15298
Caddy McKeown for Representative,"State Representative, 9th District, Democrat",03/08/2018,03/19/2018,Amendment,15298
Caddy McKeown for Representative,"State Representative, 9th District, Democrat",01/04/2018,03/08/2018,Amendment,15298
Caddy McKeown for Representative,"State Representative, 9th District, Democrat",12/21/2017,01/04/2018,Amendment,15298
Caddy McKeown for Representative,"State Representative, 9th District, Democrat",12/12/2017,12/21/2017,Amendment,15298
Caddy McKeown for Representative,"State Representative, 9th District, Democrat",08/11/2017,12/12/2017,Amendment,15298
Caddy McKeown for Representative,"State Representative, 9th District, Democrat",09/28/2016,08/11/2017,Amendment,15298
Caddy McKeown for Representative,"State Representative, 9th District, Democrat",12/28/2015,09/28/2016,Amendment,15298
Caddy McKeown for Representative,"State Representative, 9th District, Democrat",12/28/2015,12/28/2015,Amendment,15298
Caddy McKeown for Representative,"State Representative, 9th District, Democrat",03/13/2014,12/28/2015,Amendment,15298
Caddy McKeown for Representative,"State Representative, 9th District, Democrat",11/01/2011,03/13/2014,Original,15298
Friends of Sharon Meieran,"County Commissioner, Multnomah County, District 1, Nonpartisan",12/18/2017,,Amendment,15132
Friends of Sharon Meieran,"County Commissioner, Multnomah County, District 1, Nonpartisan",08/27/2017,12/18/2017,Amendment,15132
Friends of Sharon Meieran,"County Commissioner, Multnomah County, District 1, Nonpartisan",12/12/2016,08/27/2017,Amendment,15132
Friends of Sharon Meieran,"County Commissioner, Multnomah County, District 1, Nonpartisan",06/15/2016,12/12/2016,Amendment,15132
Friends of Sharon Meieran,"County Commissioner, Multnomah County, District 1, Nonpartisan",06/14/2016,06/15/2016,Amendment,15132
Friends of Sharon Meieran,"County Commissioner, Multnomah County, District 1, Nonpartisan",12/22/2015,06/14/2016,Amendment,15132
Friends of Sharon Meieran,"State Representative, 36th District, Democrat",12/01/2015,12/22/2015,Amendment,15132
Friends of Sharon Meieran,"State Representative, 36th District, Democrat",11/30/2015,12/01/2015,Amendment,15132
Sharon Meieran for State Representative,"State Representative, 36th District, Democrat",07/13/2011,11/30/2015,Original,15132
Middle Class PAC,Miscellaneous,01/22/2017,,Amendment,16051
Middle Class PAC,Miscellaneous,12/08/2015,01/22/2017,Amendment,16051
Middle Class PAC,Miscellaneous,01/03/2014,12/08/2015,Amendment,16051
Middle Class PAC,Miscellaneous,09/21/2012,01/03/2014,Original,16051
Elect Kelley Minty Morris,"County Commissioner, Klamath County, Position 2, Nonpartisan",01/17/2018,,Amendment,15409
Elect Kelley Minty Morris,"County Commissioner, Klamath County, Position 2, Nonpartisan",09/01/2017,01/17/2018,Amendment,15409
Elect Kelley Minty Morris,"County Commissioner, Klamath County, Position 2, Nonpartisan",01/09/2014,09/01/2017,Amendment,15409
Elect Kelley Minty Morris,"County Commissioner, Klamath County, Position 2, Nonpartisan",12/08/2013,01/09/2014,Amendment,15409
Elect Kelley Minty Morris,"County Commissioner, Klamath County, Position 1, Nonpartisan",01/18/2012,12/08/2013,Amendment,15409
Elect Kelley Minty Morris,"County Commissioner, Klamath County, Position 3, Nonpartisan",01/06/2012,01/18/2012,Original,15409
Friends of Sheri Moore,"City Councilor, City of Springfield, Ward 3, Nonpartisan",06/07/2016,,Amendment,15402
Friends of Sheri Moore,"County Commissioner, Lane County, Springfield, Position 2, Nonpartisan",03/12/2014,06/07/2016,Amendment,15402
Friends of Sheri Moore,"County Commissioner, Lane County, Springfield, Position 2, Nonpartisan",09/26/2013,03/12/2014,Amendment,15402
Friends of Sheri Moore,"City Councilor, City of Springfield, Ward 3, Nonpartisan",12/28/2011,09/26/2013,Original,15402
Citizens for Ken Mulenex,"Mayor, City of La Pine, Nonpartisan",09/21/2012,,Original,16048
Multnomah County Young Democrats,Miscellaneous,04/15/2017,,Amendment,15059
Multnomah County Young Democrats,Miscellaneous,04/08/2013,04/15/2017,Amendment,15059
Multnomah County Young Democrats,"Political Party, Democrat",03/27/2013,04/08/2013,Amendment,15059
Multnomah County Young Democrats,"Political Party, Democrat",04/22/2011,03/27/2013,Original,15059
Committee to Elect Justice Lynn Nakamoto,"Judge of the Supreme Court, Position 6, Nonpartisan",03/01/2016,,Amendment,15596
Committee to Elect Judge Lynn R Nakamoto,"Judge of the Court of Appeals, Position 8, Nonpartisan",05/12/2015,03/01/2016,Amendment,15596
Committee to Elect Judge Lynn R Nakamoto,"Judge of the Court of Appeals, Position 8, Nonpartisan",03/02/2012,05/12/2015,Original,15596
Elect Sarah Nebeker,"County Commissioner, Clatsop County, District 2, Nonpartisan",03/30/2016,,Amendment,15580
Elect Sarah Nebeker,"County Commissioner, Clatsop County, District 2, Nonpartisan",02/28/2012,03/30/2016,Original,15580
Friends of Steve Newgard,"State Representative, 40th District, Republican",08/03/2015,,Amendment,15497
Friends of Steve Newgard,"State Representative, 40th District, Republican",01/21/2014,08/03/2015,Amendment,15497
Friends of Steve Newgard,"State Representative, 40th District, Republican",08/17/2012,01/21/2014,Amendment,15497
Friends of Steve Newgard,"State Representative, 40th District, Republican",02/23/2012,08/17/2012,Amendment,15497
Friends of Steve Newgard,"State Representative, 40th District, Republican",02/03/2012,02/23/2012,Original,15497
Novick for Portland,"City Commissioner, City of Portland, Position 4, Nonpartisan",09/28/2016,,Amendment,15109
Novick for Portland,"City Commissioner, City of Portland, Position 4, Nonpartisan",09/21/2015,09/28/2016,Amendment,15109
Novick for Portland,"City Commissioner, City of Portland, Position 4, Nonpartisan",09/18/2015,09/21/2015,Amendment,15109
Novick for Portland,"City Commissioner, City of Portland, Position 4, Nonpartisan",01/03/2013,09/18/2015,Amendment,15109
Novick for Portland,"City Commissioner, City of Portland, Position 4, Nonpartisan",11/15/2012,01/03/2013,Amendment,15109
Novick for Portland,"City Commissioner, City of Portland, Position 4, Nonpartisan",09/29/2011,11/15/2012,Amendment,15109
Novick for Portland,"City Commissioner, City of Portland, Position 4, Nonpartisan",06/29/2011,09/29/2011,Original,15109
Friends of Gary Ollerenshaw,"Director, Redmond Fire and Rescue, Position 1, Nonpartisan",02/22/2013,,Amendment,15698
Friends of Gary Ollerenshaw,"State Representative, 59th District, Democrat",03/23/2012,02/22/2013,Original,15698
Oregon Children's Voice,Miscellaneous,01/06/2016,,Amendment,15757
Oregon Children's Voice,Miscellaneous,04/29/2013,01/06/2016,Amendment,15757
Oregon Children's Voice,Miscellaneous,04/21/2012,04/29/2013,Original,15757
Oregon Coast Electrical PAC,Miscellaneous,02/03/2016,,Amendment,16073
Oregon Coast Electrical PAC,Miscellaneous,04/29/2013,02/03/2016,Amendment,16073
Oregon Coast Electrical PAC,Miscellaneous,10/03/2012,04/29/2013,Original,16073
Oregon End Violence Against Women Political Action Committee,Miscellaneous,02/05/2015,,Amendment,15741
Oregon End Violence Against Women Political Action Committee,Miscellaneous,02/13/2013,02/05/2015,Amendment,15741
Oregonians to End Violence Against Women Political Action Committee,Miscellaneous,01/19/2013,02/13/2013,Amendment,15741
Oregon Violence Against Women Political Action Committee,Miscellaneous,08/26/2012,01/19/2013,Amendment,15741
Oregon Violence Against Women Political Action Committee,Miscellaneous,04/30/2012,08/26/2012,Amendment,15741
Oregon Violence Against Women Political Action Committee,Miscellaneous,04/11/2012,04/30/2012,Original,15741
Oregon Faith and Freedom Coalition PAC,Miscellaneous,06/11/2012,,Original,15823
Oregon Outdoor Advertising Political Action Committee,Miscellaneous,02/02/2018,,Amendment,15388
Oregon Outdoor Advertising Political Action Committee,Miscellaneous,01/02/2018,02/02/2018,Amendment,15388
Oregon Outdoor Advertising Political Action Committee,Miscellaneous,05/15/2014,01/02/2018,Amendment,15388
Oregon Outdoor Advertising Political Action Committee,Miscellaneous,12/09/2011,05/15/2014,Original,15388
Oregon State Assn of Plumbing Heating Cooling Contractors Inc,Miscellaneous,04/06/2018,,Amendment,16057
Oregon State Assn of Plumbing Heating Cooling Contractors Inc,Miscellaneous,05/05/2017,04/06/2018,Amendment,16057
Oregon State Ass'n of Plumbing Heating Cooling Contractors Inc,Miscellaneous,09/11/2013,05/05/2017,Amendment,16057
Oregon State Ass'n of Plumbing-Heating-Cooling Contractors Inc,Miscellaneous,09/20/2012,09/11/2013,Original,16057
Oregon State Farm Agents and Associates PAC,Miscellaneous,07/17/2015,,Amendment,14884
Oregon State Farm Agents and Associates PAC,Miscellaneous,07/09/2015,07/17/2015,Amendment,14884
Oregon State Farm Agents and Associates PAC,Miscellaneous,11/12/2010,07/09/2015,Original,14884
Oregon Tea Party State PAC,Miscellaneous,04/10/2014,,Amendment,15018
Oregon Tea Party State PAC,Miscellaneous,11/18/2011,04/10/2014,Amendment,15018
Oregon Tea Party State PAC,Miscellaneous,04/05/2011,11/18/2011,Original,15018
Oregonians for Law Reform,Miscellaneous,03/06/2013,,Amendment,16031
Oregonians for Law Reform,Miscellaneous,09/12/2012,03/06/2013,Original,16031
ORLA Local Action Committee,Miscellaneous,11/09/2015,,Amendment,14935
ORLA Local Action Committee,Miscellaneous,01/06/2015,11/09/2015,Amendment,14935
ORLA Local Action Committee,Miscellaneous,02/11/2011,01/06/2015,Original,14935
Justice Without Politics,"Judge of the Circuit Court, 1st District, Position 9, Nonpartisan",04/11/2018,,Amendment,15841
Justice Without Politics,"Judge of the Circuit Court, 1st District, Position 4, Nonpartisan",03/12/2016,04/11/2018,Amendment,15841
Justice Without Politics,"Judge of the Circuit Court, 1st District, Position 4, Nonpartisan",03/02/2016,03/12/2016,Amendment,15841
Justice Without Politics,"Judge of the Circuit Court, 1st District, Position 7, Nonpartisan",07/24/2012,03/02/2016,Amendment,15841
Justice Without Politics,"Judge of the Circuit Court, 1st District, Position 7, Nonpartisan",07/05/2012,07/24/2012,Original,15841
Pacific Northwest Science and Technology PAC,Miscellaneous,03/30/2012,,Amendment,15371
Pacfic Northwest Science and Technology PAC,Miscellaneous,12/07/2011,03/30/2012,Amendment,15371
Pacfic Northwest Science and Technology PAC,Miscellaneous,12/06/2011,12/07/2011,Amendment,15371
Pacfic Northwest Science and Technology PAC,Miscellaneous,12/05/2011,12/06/2011,Original,15371
Friends of Jessica Vega Pederson,"County Commissioner, Multnomah County, District 3, Nonpartisan",04/05/2017,,Amendment,15330
Friends of Jessica Vega Pederson,"County Commissioner, Multnomah County, District 3, Nonpartisan",11/17/2015,04/05/2017,Amendment,15330
Friends of Jessica Vega Pederson,"State Representative, 47th District, Democrat",06/04/2015,11/17/2015,Amendment,15330
Friends of Jessica Vega Pederson,"State Representative, 47th District, Democrat",01/02/2015,06/04/2015,Amendment,15330
Friends of Jessica Vega Pederson,"State Representative, 47th District, Democrat",05/28/2014,01/02/2015,Amendment,15330
Friends of Jessica Vega Pederson,"State Representative, 47th District, Democrat",03/17/2014,05/28/2014,Amendment,15330
Friends of Jessica Vega Pederson,"State Representative, 47th District, Democrat",04/30/2013,03/17/2014,Amendment,15330
Friends of Jessica Vega Pederson,"State Representative, 47th District, Democrat",11/16/2012,04/30/2013,Amendment,15330
Friends of Jessica Vega Pederson,"State Representative, 47th District, Democrat",09/25/2012,11/16/2012,Amendment,15330
Friends of Jessica Vega Pederson,"State Representative, 47th District, Democrat",07/02/2012,09/25/2012,Amendment,15330
Friends of Jessica Vega Pederson,"State Representative, 47th District, Democrat",11/19/2011,07/02/2012,Amendment,15330
Friends of Jessica Vega Pederson,"State Representative, 47th District, Democrat",11/10/2011,11/19/2011,Original,15330
Friends of Joe Pishioneri,"City Councilor, City of Springfield, Ward 6, Nonpartisan",01/12/2018,,Amendment,15658
Friends of Joe Pishioneri,"City Councilor, City of Springfield, Ward 6, Nonpartisan",03/08/2016,01/12/2018,Amendment,15658
Friends of Joe Pishioneri,"City Councilor, City of Springfield, Ward 6, Nonpartisan",07/29/2014,03/08/2016,Amendment,15658
Friends of Joe Pishioneri,"City Councilor, City of Springfield, Ward 6, Nonpartisan",07/29/2014,07/29/2014,Amendment,15658
Friends of Joe Pishioneri,"City Councilor, City of Springfield, Ward 6, Nonpartisan",07/23/2014,07/29/2014,Amendment,15658
Friends of Joe Pishioneri,"City Councilor, City of Springfield, Ward 6, Nonpartisan",07/23/2014,07/23/2014,Amendment,15658
