committee_name,committee_description,effective,expiration,filing_type,committee_id
Benton County Republican Central Committee,"Political Party, Republican",11/24/2008,04/19/2009,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",07/31/2008,11/23/2008,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",05/21/2008,07/30/2008,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",01/11/2008,05/20/2008,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",12/30/2007,01/10/2008,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/21/2007,12/29/2007,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",10/19/2007,11/20/2007,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",10/09/2007,10/18/2007,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",10/02/2007,10/08/2007,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",09/18/2007,10/01/2007,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",09/12/2007,09/17/2007,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/24/2006,09/11/2007,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",09/13/2006,11/23/2006,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/15/2005,09/12/2006,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",10/17/2005,11/14/2005,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/26/2004,10/16/2005,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/22/2002,11/25/2004,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/20/2000,11/21/2002,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",04/19/2000,11/19/2000,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",02/02/1999,04/18/2000,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",02/14/1997,02/01/1999,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/08/1995,02/13/1997,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",12/14/1992,11/07/1995,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",03/06/1989,12/13/1992,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",10/03/1988,03/05/1989,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",11/18/1986,10/02/1988,Amendment,292
Benton County Republican Central Committee,"Political Party, Republican",06/22/1984,11/17/1986,Original,292
Citizen Action for Political Education,Miscellaneous,11/14/2017,,Amendment,33
Citizen Action for Political Education,Miscellaneous,11/23/2015,11/14/2017,Amendment,33
Citizen Action for Political Education,Miscellaneous,11/26/2013,11/23/2015,Amendment,33
Citizen Action for Political Education,Miscellaneous,04/25/2013,11/26/2013,Amendment,33
Citizen Action for Political Education,Miscellaneous,04/17/2012,04/25/2013,Amendment,33
Citizen Action for Political Education,Miscellaneous,08/20/2010,04/17/2012,Amendment,33
Citizen Action for Political Education,Miscellaneous,11/18/2009,08/20/2010,Amendment,33
Citizen Action for Political Education,Miscellaneous,01/31/2008,11/17/2009,Amendment,33
Citizen Action for Political Education,Miscellaneous,11/13/2007,01/30/2008,Amendment,33
Citizen Action for Political Education,Miscellaneous,01/11/2005,11/12/2007,Amendment,33
Citizen Action by Public Employees,Miscellaneous,12/22/2003,01/10/2005,Amendment,33
Citizen Action by Public Employees,Miscellaneous,09/12/2000,12/21/2003,Amendment,33
Citizen Action by Public Employees,Miscellaneous,02/18/2000,09/11/2000,Amendment,33
Citizen Action by Public Employees,Miscellaneous,02/02/1999,02/17/2000,Amendment,33
Citizen Action by Public Employees,Miscellaneous,03/06/1996,02/01/1999,Amendment,33
Citizen Action by Public Employees,Miscellaneous,02/20/1996,03/05/1996,Amendment,33
Citizen Action by Public Employees,Miscellaneous,02/07/1996,02/19/1996,Amendment,33
Citizen Action by Public Employees,Miscellaneous,01/22/1996,02/06/1996,Amendment,33
Citizen Action by Public Employees,Miscellaneous,11/10/1993,01/21/1996,Amendment,33
Citizen Action by Public Employees,Miscellaneous,05/08/1989,11/09/1993,Amendment,33
Citizen Action by Public Employees,Miscellaneous,03/15/1989,05/07/1989,Amendment,33
Citizen Action by Public Employees,Miscellaneous,06/12/1987,03/14/1989,Amendment,33
Citizen Action by Public Employees,Miscellaneous,09/18/1985,06/11/1987,Original,33
Clackamas County Republican Party,"Political Party, Republican",03/30/2017,,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",10/23/2015,03/30/2017,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",12/08/2014,10/23/2015,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",11/21/2014,12/08/2014,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",09/24/2014,11/21/2014,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",07/05/2014,09/24/2014,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",04/20/2014,07/05/2014,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",11/15/2013,04/20/2014,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",10/15/2013,11/15/2013,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",05/30/2013,10/15/2013,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",03/29/2013,05/30/2013,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",11/22/2012,03/29/2013,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",09/30/2012,11/22/2012,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",08/09/2012,09/30/2012,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",01/08/2012,08/09/2012,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",11/12/2011,01/08/2012,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",10/01/2011,11/12/2011,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",06/01/2011,10/01/2011,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",03/31/2011,06/01/2011,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",03/12/2011,03/31/2011,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",12/21/2010,03/12/2011,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",11/06/2010,12/21/2010,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",02/08/2010,11/06/2010,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",01/06/2010,02/08/2010,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",11/13/2009,01/06/2010,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",05/27/2009,11/12/2009,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",01/22/2008,05/26/2009,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",01/13/2008,01/21/2008,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",11/30/2007,01/12/2008,Amendment,294
Clackamas County Republican Party,"Political Party, Republican",09/18/2007,11/29/2007,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",11/27/2006,09/17/2007,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",01/22/2006,11/26/2006,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",01/12/2006,01/21/2006,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",12/30/2005,01/11/2006,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",09/26/2005,12/29/2005,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",06/27/2005,09/25/2005,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",11/23/2004,06/26/2005,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",08/31/2004,11/22/2004,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",07/26/2004,08/30/2004,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",12/30/2002,07/25/2004,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",02/25/2002,12/29/2002,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",07/30/1999,02/24/2002,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",11/23/1998,07/29/1999,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",11/29/1996,11/22/1998,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",11/13/1995,11/28/1996,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",08/18/1995,11/12/1995,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",11/22/1994,08/17/1995,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",02/11/1993,11/21/1994,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",11/08/1991,02/10/1993,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",12/06/1988,11/07/1991,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",07/05/1984,12/05/1988,Amendment,294
Clackamas County Republican Central Committee,"Political Party, Republican",10/05/1983,07/04/1984,Original,294
Oregonians for Clem,"State Representative, 21st District, Democrat",02/14/2018,,Amendment,5133
Oregonians for Clem,"State Representative, 21st District, Democrat",02/14/2018,02/14/2018,Amendment,5133
Oregonians for Clem,"State Representative, 21st District, Democrat",03/16/2016,02/14/2018,Amendment,5133
Oregonians for Clem,"State Representative, 21st District, Democrat",01/08/2014,03/16/2016,Amendment,5133
Oregonians for Clem,"State Representative, 21st District, Democrat",10/12/2010,01/08/2014,Amendment,5133
Oregonians for Clem,"State Representative, 21st District, Democrat",01/26/2010,10/12/2010,Amendment,5133
Oregonians for Clem,"State Representative, 21st District, Democrat",12/02/2009,01/26/2010,Amendment,5133
Oregonians for Clem (Brian),"State Representative, 21st District, Democrat",09/26/2007,12/01/2009,Amendment,5133
"Clem, Oregonians for (Brian)","State Representative, 21st District, Democrat",08/07/2006,09/25/2007,Amendment,5133
"Clem, Oregonians for (Brian)","State Representative, 21st District, Democrat",02/16/2006,08/06/2006,Amendment,5133
"Clem, Oregonians for (Brian)","State Representative, 21st District, Democrat",09/30/2005,02/15/2006,Original,5133
Concerned Oregonians PAC,Miscellaneous,02/17/2011,,Amendment,12512
Concerned Oregonians PAC,Miscellaneous,08/21/2008,02/17/2011,Amendment,12512
Concerned Oregonians PAC,Measure Opposes Measure 49 - 2007,10/29/2007,08/20/2008,Original,12512
Peter Courtney for State Senate,"State Senator, 11th District, Democrat",02/08/2018,,Amendment,470
Peter Courtney for State Senate,"State Senator, 11th District, Democrat",02/01/2018,02/08/2018,Amendment,470
Peter Courtney for State Senate,"State Senator, 11th District, Democrat",05/25/2017,02/01/2018,Amendment,470
Peter Courtney for State Senate,"State Senator, 11th District, Democrat",07/18/2013,05/25/2017,Amendment,470
Peter Courtney for State Senate,"State Senator, 11th District, Democrat",04/30/2013,07/18/2013,Amendment,470
"Courtney, Peter, for State Senate","State Senator, 11th District, Democrat",05/25/2010,04/30/2013,Amendment,470
"Courtney, Peter, for State Senate","State Senator, 11th District, Democrat",03/09/2010,05/25/2010,Amendment,470
"Courtney, Peter, for State Senate","State Senator, 11th District, Democrat",01/15/2010,03/09/2010,Amendment,470
"Courtney, Peter, for State Senate","State Senator, 11th District, Democrat",09/10/2009,01/15/2010,Amendment,470
"Courtney, Peter, for State Senate","State Senator, 11th District, Democrat",10/01/2007,09/09/2009,Amendment,470
"Courtney, Peter, for State Senate","State Senator, 11th District, Democrat",08/16/2005,09/30/2007,Amendment,470
"Courtney, Peter, for State Senate","State Senator, 11th District, Democrat",10/10/2001,08/15/2005,Amendment,470
"Courtney, Peter, for State Senate","State Senator, 17th District, Democrat",07/23/2001,10/09/2001,Amendment,470
"Courtney, Peter, for State Senate","State Senator, 17th District, Democrat",03/27/2000,07/22/2001,Amendment,470
"Courtney, Peter, for State Senate","State Senator, 17th District, Democrat",10/08/1997,03/26/2000,Amendment,470
"Courtney, Peter, for State Representative","State Representative, 33rd District, Democrat",09/14/1995,10/07/1997,Amendment,470
Courtney for State Representative (Peter),"State Representative, 33rd District, Democrat",03/14/1994,09/13/1995,Amendment,470
Courtney for State Representative (Peter),"State Representative, 33rd District, Democrat",01/07/1988,03/13/1994,Original,470
Democratic Party of Oregon,"Political Party, Democrat",12/29/2017,,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",07/03/2017,12/29/2017,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",04/05/2017,07/03/2017,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",04/14/2015,04/05/2017,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",08/28/2014,04/14/2015,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",03/28/2013,08/28/2014,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",06/05/2012,03/28/2013,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",03/10/2011,06/05/2012,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",11/05/2009,03/10/2011,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",01/23/2009,11/04/2009,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",01/25/2008,01/22/2009,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",09/25/2007,01/24/2008,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",04/12/2007,09/24/2007,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",07/10/2003,04/11/2007,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",04/18/2003,07/09/2003,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",01/29/2001,04/17/2003,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",10/07/1999,01/28/2001,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",04/23/1999,10/06/1999,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",09/17/1997,04/22/1999,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",02/26/1996,09/16/1997,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",09/03/1991,02/25/1996,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",04/27/1990,09/02/1991,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",01/30/1989,04/26/1990,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",08/11/1986,01/29/1989,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",06/12/1984,08/10/1986,Amendment,353
Democratic Party of Oregon,"Political Party, Democrat",08/23/1982,06/11/1984,Original,353
Dentists of Oregon PAC,Miscellaneous,11/20/2017,,Amendment,54
Dentists of Oregon PAC,Miscellaneous,06/21/2017,11/20/2017,Amendment,54
Dentists of Oregon PAC,Miscellaneous,11/12/2013,06/21/2017,Amendment,54
Dentists of Oregon PAC,Miscellaneous,06/29/2011,11/12/2013,Amendment,54
Dentists of Oregon PAC,Miscellaneous,06/26/2009,06/29/2011,Amendment,54
Dentists of Oregon PAC,Miscellaneous,01/23/2008,06/25/2009,Amendment,54
Dentists of Oregon PAC,Miscellaneous,10/04/2007,01/22/2008,Amendment,54
Dentists of Oregon PAC,Miscellaneous,11/14/2006,10/03/2007,Amendment,54
Dentists of Oregon PAC,Miscellaneous,07/13/2006,11/13/2006,Amendment,54
Dentists of Oregon PAC,Miscellaneous,12/29/2005,07/12/2006,Amendment,54
Dentists of Oregon PAC,Miscellaneous,10/14/1998,12/28/2005,Amendment,54
Oregon Dental Association Political Commitee,Miscellaneous,11/06/1995,10/13/1998,Amendment,54
Dentists of Oregon PAC,Miscellaneous,04/30/1992,11/05/1995,Amendment,54
Dentists of Oregon PAC,Miscellaneous,07/21/1989,04/29/1992,Amendment,54
Dentists of Oregon PAC,Miscellaneous,11/06/1987,07/20/1989,Amendment,54
Dentists of Oregon PAC,Miscellaneous,09/01/1981,11/05/1987,Original,54
Committee To Elect DeShazer,"Commissioner, Port of St. Helens, Position 3, Nonpartisan",04/10/2015,,Amendment,8667
Committee To Elect DeShazer,"Commissioner, Port of St. Helens, Position 3, Nonpartisan",04/10/2015,04/10/2015,Amendment,8667
Committee To Elect DeShazer,"County Commissioner, Columbia County, Position 1, Nonpartisan",05/15/2012,04/10/2015,Amendment,8667
Committee To Elect DeShazer,"Commissioner, Port of St. Helens, Position 3, Nonpartisan",04/04/2007,05/15/2012,Original,8667
Friends of Richard Devlin,"State Senator, 19th District, Democrat",12/15/2017,,Amendment,1670
Friends of Richard Devlin,"State Senator, 19th District, Democrat",10/05/2016,12/15/2017,Amendment,1670
Friends of Richard Devlin,"Secretary of State, Democrat",11/05/2015,10/05/2016,Amendment,1670
Friends of Richard Devlin,"State Senator, 19th District, Democrat",07/27/2014,11/05/2015,Amendment,1670
Friends of Richard Devlin,"State Senator, 19th District, Democrat",06/30/2013,07/27/2014,Amendment,1670
Friends of Richard Devlin,"State Senator, 19th District, Democrat",12/04/2010,06/30/2013,Amendment,1670
Friends of Richard Devlin,"State Senator, 19th District, Democrat",01/16/2010,12/04/2010,Amendment,1670
Friends of Richard Devlin,"State Senator, 19th District, Democrat",08/03/2009,01/16/2010,Amendment,1670
Friends of Richard Devlin,"State Senator, 19th District, Democrat",12/26/2007,08/02/2009,Amendment,1670
Friends of Richard Devlin,"State Senator, 19th District, Democrat",10/18/2007,12/25/2007,Amendment,1670
"Devlin, Richard, Friends of","State Senator, 19th District, Democrat",08/29/2005,10/17/2007,Amendment,1670
"Devlin, Richard, Friends of","State Senator, 19th District, Democrat",10/02/2001,08/28/2005,Amendment,1670
"Devlin, Richard, Friends of","State Representative, 24th District, Democrat",11/03/1999,10/01/2001,Amendment,1670
"Devlin, Richard, Friends of","State Representative, 24th District, Democrat",06/18/1998,11/02/1999,Amendment,1670
"Devlin, Richard, Friends of","State Representative, 24th District, Democrat",03/10/1998,06/17/1998,Amendment,1670
"Devlin, Richard, Friends of","State Representative, 24th District, Democrat",11/24/1997,03/09/1998,Amendment,1670
"Devlin, Richard, Friends of","State Representative, 24th District, Democrat",10/07/1996,11/23/1997,Amendment,1670
"Devlin, Richard, Friends of","State Representative, 24th District, Democrat",10/06/1995,10/06/1996,Amendment,1670
"Devlin, Richard, Friends of","State Representative, 24th District, Democrat",03/07/1994,10/05/1995,Amendment,1670
"Devlin, Richard, Friends of","State Representative, 24th District, Democrat",01/07/1994,03/06/1994,Original,1670
Doctors for Healthy Communities,Miscellaneous,02/26/2016,,Amendment,5493
Doctors for Healthy Communities,Miscellaneous,04/30/2013,02/26/2016,Amendment,5493
Doctors for Healthy Communities,Miscellaneous,02/11/2011,04/30/2013,Amendment,5493
Doctors for Healthy Communities,Miscellaneous,09/24/2008,02/11/2011,Amendment,5493
Doctors for Healthy Communities,Miscellaneous,01/09/2008,09/23/2008,Amendment,5493
Doctors for Healthy Communities,Miscellaneous,09/25/2007,01/08/2008,Amendment,5493
Doctors for Healthy Communities,Miscellaneous,05/24/2007,09/24/2007,Amendment,5493
Doctors for Health Communities,Miscellaneous,09/11/2006,05/23/2007,Original,5493
Fire Fighters Political Action Committee,Miscellaneous,02/12/2015,,Amendment,2109
Fire Fighters Political Action Committee,Measure Opposes Measure 26-156 - 2014,06/25/2014,02/12/2015,Amendment,2109
Fire Fighters Political Action Committee,Measure Supports Measure 26-144 - 2012,06/11/2013,06/25/2014,Amendment,2109
Fire Fighters Political Action Committee,Measure Supports Measure 26-93 - 2007,02/07/2013,06/11/2013,Amendment,2109
Fire Fighters Political Acton Committee,Measure Supports Measure 26-93 - 2007,01/25/2011,02/07/2013,Amendment,2109
Fire Fighters Political Acton Committee,Measure Supports Measure 26-93 - 2007,09/13/2010,01/25/2011,Amendment,2109
Fire Fighters Political Acton Committee,Measure Supports Measure 26-93 - 2007,03/26/2009,09/13/2010,Amendment,2109
Fire Fighters Political Acton Committee,Measure Supports Measure 26-93 - 2007,12/18/2008,03/25/2009,Amendment,2109
Fire Fighters Political Acton Committee,Measure Supports Measure 26-93 - 2007,09/17/2007,12/17/2008,Amendment,2109
Fire Fighters Political Acton Committee,Measure Opposes Measure 92 - 2000 Opposes Measure 98 - 2000,04/10/2006,09/16/2007,Amendment,2109
Fire Fighters Political Acton Committee,Measure Opposes Measure 92 - 2000 Opposes Measure 98 - 2000,03/28/2002,04/09/2006,Amendment,2109
Fire Fighters Political Acton Committee,Measure Opposes Measure 92 - 2000 Opposes Measure 98 - 2000,09/11/2000,03/27/2002,Amendment,2109
Fire Fighters Political Acton Committee,Measure Opposes Measure 59 - 1998,09/08/1998,09/10/2000,Amendment,2109
Fire Fighters Political Acton Committee,Measure Supports Measure 53 - 1998,04/23/1998,09/07/1998,Amendment,2109
Firefighters PAC,Measure Supports Measure 53 - 1998,04/15/1998,04/22/1998,Amendment,2109
Firefighters PAC,Measure Supports Measure 43 - 1996,09/23/1996,04/14/1998,Amendment,2109
Firefighters Political Action Committee,Measure Opposes Measure 21 - 1995,05/15/1995,09/22/1996,Original,2109
Healthy Communities Coalition,Measure Supports Measure 50 - 2007,12/04/2015,,Amendment,5514
Healthy Communities Coalition,Measure Supports Measure 50 - 2007,07/08/2015,12/04/2015,Amendment,5514
Healthy Communities Coalition,Measure Supports Measure 50 - 2007,01/09/2014,07/08/2015,Amendment,5514
Healthy Communities Coalition,Measure Supports Measure 50 - 2007,01/24/2008,01/09/2014,Amendment,5514
Healthy Communities Coalition,Measure Supports Measure 50 - 2007,08/08/2007,01/23/2008,Amendment,5514
Healthy Communities Coalition,Measure Opposes Measure 48 - 2006 Opposes Measure 41 - 2006,10/05/2006,08/07/2007,Original,5514
International Union of Operating Engineers Local 701 PAC,Measure Supports Measure 50 - 2007,10/19/2016,,Amendment,1945
International Union of Operating Engineers Local 701 PAC,Measure Supports Measure 50 - 2007,10/19/2012,10/19/2016,Amendment,1945
International Union of Operating Engineers Local 701 Political Action Committee,Measure Supports Measure 50 - 2007,01/16/2008,10/19/2012,Amendment,1945
International Union of Operating Engineers Local 701 Political Action Committee,Measure Supports Measure 50 - 2007,09/19/2007,01/15/2008,Amendment,1945
International Union of Operating Engineers Local 701 Political Action Committee,Measure Opposes Measure 41 - 2006 Opposes Measure 45 - 2006 Opposes Measure 48 - 2006,09/20/2006,09/18/2007,Amendment,1945
International Union of Operating Engineers Local 701 Political Action Committee,Measure Opposes Measure 92 - 2000 Opposes Measure 98 - 2000,06/06/2006,09/19/2006,Amendment,1945
Iuoe Local 701 Political Action Committee,Measure Opposes Measure 92 - 2000 Opposes Measure 98 - 2000,09/11/2000,06/05/2006,Amendment,1945
Iuoe Local 701 Political Action Committee,Measure Supports Measure 68 - 1999,09/09/1999,09/10/2000,Amendment,1945
Iuoe Local 701 Political Action Committee,Measure Opposes Measure 59 - 1998,10/05/1998,09/08/1999,Amendment,1945
Iuoe Local 701 Political Action Committee,Measure Supports Measure 53 - 1998,02/05/1998,10/04/1998,Amendment,1945
Iuoe Local 701 Political Action Committee,Measure Supports Measure 32 - 1996,11/07/1996,02/04/1998,Amendment,1945
Iuoe Local 701 Political Action Committee,Measure,10/28/1996,11/06/1996,Amendment,1945
Iuoe Local 701 Political Action Committee,Measure,09/19/1995,10/27/1996,Amendment,1945
Iuoe Local 701 Political Action Committee,Miscellaneous,10/05/1994,09/18/1995,Amendment,1945
Iuoe Local 701 Political Action Committee,Miscellaneous,08/08/1994,10/04/1994,Original,1945
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,12/15/2017,,Amendment,80
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,01/10/2017,12/14/2017,Amendment,80
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,10/18/2016,01/10/2017,Amendment,80
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,10/06/2010,10/18/2016,Amendment,80
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,01/21/2010,10/06/2010,Amendment,80
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,03/26/2009,01/21/2010,Amendment,80
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,01/18/2008,03/25/2009,Amendment,80
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,01/09/2006,01/17/2008,Amendment,80
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,12/12/2005,01/08/2006,Amendment,80
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,09/19/2003,12/11/2005,Amendment,80
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,08/11/2003,09/18/2003,Amendment,80
Joint Council of Teamsters No. 37 Political Fund,Miscellaneous,05/09/1997,08/10/2003,Amendment,80
Joint Council of Teamsters No 37 Political Fund,Miscellaneous,07/26/1995,05/08/1997,Amendment,80
Joint Council of Teamsters No 37 Political Fund,Miscellaneous,06/19/1992,07/25/1995,Amendment,80
Joint Council of Teamsters No 37 Political Fund,Miscellaneous,10/07/1991,06/18/1992,Amendment,80
Joint Council of Teamsters No 37 Political Fund,Miscellaneous,10/21/1990,10/06/1991,Amendment,80
Joint Council of Teamsters No 37 Political Fund,Miscellaneous,10/02/1990,10/20/1990,Amendment,80
Joint Council of Teamsters No 37 Political Fund,Miscellaneous,03/07/1989,10/01/1990,Amendment,80
Joint Council of Teamsters No 37 Political Fund,Miscellaneous,01/20/1988,03/06/1989,Amendment,80
Joint Council of Teamsters No 37 Political Fund,Miscellaneous,02/24/1987,01/19/1988,Amendment,80
Joint Council of Teamsters No 37 Political Fund,Miscellaneous,10/29/1985,02/23/1987,Amendment,80
Joint Council of Teamsters No 37 Political Fund,Miscellaneous,10/05/1983,10/28/1985,Original,80
Josephine County Republican Central Committee,"Political Party, Republican",11/29/2016,,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",09/11/2015,11/29/2016,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",07/21/2015,09/11/2015,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",03/24/2015,07/21/2015,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",11/20/2014,03/24/2015,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",11/14/2014,11/20/2014,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",07/09/2013,11/14/2014,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",11/20/2012,07/09/2013,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",08/17/2010,11/20/2012,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",05/14/2010,08/17/2010,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",01/25/2009,05/14/2010,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",11/17/2008,01/24/2009,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",05/01/2007,11/16/2008,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",04/28/2007,04/30/2007,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",12/19/2006,04/27/2007,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",01/26/2006,12/18/2006,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",03/02/2005,01/25/2006,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",12/05/2002,03/01/2005,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",11/22/2000,12/04/2002,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",11/10/1997,11/21/2000,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",11/21/1996,11/09/1997,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",11/13/1995,11/20/1996,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",07/25/1995,11/12/1995,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",11/16/1994,07/24/1995,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",11/19/1992,11/15/1994,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",07/24/1992,11/18/1992,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",12/04/1990,07/23/1992,Amendment,319
Josephine County Republican Central Committee,"Political Party, Republican",11/05/1990,12/03/1990,Amendment,319
